suite,task,task_idx,rollout_idx,success,steps,elapsed_sec
libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,5,True,144,11.810239553451538
libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,6,True,144,11.84893798828125
libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,7,True,136,11.158202409744263
libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,8,True,134,11.05036187171936
libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,9,True,214,18.10785675048828
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,0,False,230,18.829885005950928
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,1,False,230,18.648353815078735
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,2,False,230,18.590058088302612
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,3,False,230,18.765122175216675
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,4,False,230,18.914822340011597
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,5,False,230,19.46545433998108
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,6,False,230,18.70177388191223
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,7,False,230,18.985562324523926
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,8,False,230,18.79534101486206
libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,5,9,False,230,18.525779962539673
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,0,True,122,9.621154546737671
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,1,True,120,9.532705068588257
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,2,True,121,9.671252727508545
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,3,True,120,9.71622610092163
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,4,True,119,9.545942544937134
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,5,True,126,10.27316164970398
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,6,True,134,10.997178554534912
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,7,True,121,9.757878541946411
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,8,True,126,10.400508880615234
libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,6,9,True,121,9.637956142425537
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,0,True,135,11.416080236434937
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,1,True,128,10.913979530334473
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,2,True,154,13.092448711395264
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,3,True,134,11.368513107299805
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,4,True,146,12.293396234512329
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,5,True,140,12.156420230865479
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,6,True,143,12.355154991149902
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,7,True,145,12.177212715148926
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,8,True,144,11.991620302200317
libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,7,9,True,141,12.211161851882935
libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,8,0,True,111,8.936450958251953
